the purpose of public speaking can range from simply transmitting information , to motivating people to act , to simply telling a story .	transmitting	transferring	delivering	sending	presenting	sharing	expressing	distributing	giving	exchanging	adding
published by Tor Books , it was released on August 15 , 1994 in hardcover , and in paperback on July 15 , 1997 .	released	published	sold	delivered	launched	put out	issued	publicized	offered	made available	made public
in many circumstances , these investments can be less expensive than fossil fuel energy systems .	circumstances	situations	cases	environments	conditions	events	contexts	times	relationships	moments	occasions
following the death of Schidlof from a heart attack in 1987 , the Amadeus Quartet disbanded .	disbanded	broke up	dissolved	resigned	shut down	broken up	withdrew	decided	ended	went away	emerged
by 1960 he had developed the short story into a screenplay , and envisaged it as containing a suitable role for Monroe .	envisaged	envisioned	planned	saw	hoped	expected	thought	seemed	had	pictured	planted
with poor sales of the A340-200 , Airbus decided to use the fuselage of the A340-200 with the wings and engines of the A330-300 .	fuselage	frame	body	structure	wings	section	shell	plane	deck	hull	wing
the last event was held on June 11 , 2000 , not to be held again due to the acquisition of WCW by World Wrestling Federation .	acquisition	purchase	transfer	buying	takeover	purchasing	merger	obtention	expansion	removal	supplementation
Kowal suggested the name and the IAU endorsed it in 1975 .	endorsed	approved	accepted	supported	adopted	recommended	loved	backed	affirmed	support	assigned
dry air wrapping around the southern periphery of the cyclone eroded most of the deep convection by early on September 12 .	periphery	corner	end	edge	center	front	centre	corners	side	outskirts	extreme
brief additional internal links are generally tolerated when used to facilitate communication or to provide general information , but undesirable if seen as canvassing for some purpose .	tolerated	accepted	acceptable	tolerable	ok	comfortable	approved	allowed	used	appropriate	recommended
Alfonso drops the marriage contract in front of the officers , and , when they read it , they become enraged .	enraged	outraged	furious	irritated	angry	disappointed	worried	raged	annoyed	agitated	disgusted
the overland expedition , also called the overland Relief expedition or Point Barrow-Overland Relief expedition , was an expedition in the winter of 1897-1898 by officers of the United States Revenue cutter Service to save the lives of 265 whalers trapped in the Arctic Ocean by ice around their ships near Point Barrow , Alaska .	expedition	travel	mission	trip	voyage	return	journey	tour	escape	research	outing
located on the River Pedieos and situated almost in the center of the island , it is the seat of government as well as the main business center .	situated	located	placed	positioned	inside	set	almost	near	placing	close	right
Iero thought that it would be difficult to promote the album himself , if released through his own label , with his current obligations to My Chemical Romance and the other bands signed to his label .	obligations	responsibilities	obligation	debt	duties	commitments	duty	debts	contracts	burden	relationships
it has now been determined that Europa is a prograde rotator , but the exact direction in which its pole points remains ambiguous .	ambiguous	confused	confusing	uncertain	unclear	not clear	fuzzy	undetermined	unknown	questionable	incomplete
the Bishops ceded the Oversticht to the Emperor Charles V in 1528 , who styled himself " Lord of Overijssel " , thereby giving the province its modern name .	ceded	given	transferred	signed	gave	granted	delivered	offered	leased	entrusted	consigned
many parts of Odessa were damaged during its siege and recapture on 10 April 1944 , when the city was finally liberated by the Red Army .	siege	occupation	blockade	war	control	attack	capture	conquest	invasion	battle	blockage
the city was first founded by the British in 1827 , who leased the island from Spain during the colonial period .	leased	rented	bought	purchased	borrowed	sold	rent	hired	loaned	owned	own
in reference to the landscape , bush describes a wooded area , intermediate between a shrubland and a forest , generally of dry and nitrogen-poor soil , mostly grassless , thin to thick woody shrubs and bushes , under a sparse canapy of eucalypts .	sparse	limited	small	bare	very	partial	light	weak	thin	tiny	tight
the theory of incentive compatibility that Hurwicz developed changed the way many economists thought about outcomes , explaining why centrally planned economies may fail and how incentives for individuals make a difference in decision making .	incentives	rewards	perks	pricing	prizes	benefits	price	compensation	promotion	compensations	support
the axe , or ax , is an implement that has been used for millennia to shape , split and cut wood , harvest timber , as a weapon and a ceremonial or heraldic symbol . the axe has many forms and specialized uses but generally consists of an axe head with a handle , or helve .	implement	tool	application	method	feature	use	solution	product	concept	device
but critics note that Francis Galton did not advocate coercion when he defined the principles of eugenics .	advocate	promote	support	encourage	represent	pledge	oppose	demand	lead	invoke	prefer
after its sale in 1998 , it merged into Festival mushroom Records .	merged	combined	consolidated	came together	converted	integrated	joined	emerged	coexisted	became	co-located
Cobra and tango and Cash did solid business domestically but overseas they did blockbuster business grossing over $ 100 million in foreign markets and over $ 160 million worldwide .	grossing	generating	making	raising	netting	getting	bringing in	profiting	sales	rising	producing
triangles can also be classified according to their internal angles , measured here in degrees .	classified	categorized	grouped	sorted	labelled	defined	named	ranked	described	arranged	define
later describing the experience as a " nightmare , " she was able to phone Joe DiMaggio from the clinic , who immediately traveled from Florida to New York to facilitate her transfer to the Columbia Presbyterian Medical Center , where she remained for three weeks .	facilitate	help	make	support	promote	organize	coordinate	simplify	enable	assist	allow
the Pennines constitute the main watershed in northern England , dividing the eastern and western parts of the country .	constitute	form	represent	make up	are	comprise	compose	create
they locate food by smell , using sensors in the tip of their snout , and regularly feast on ants and termites .	snout	nose	mouth	noses	head	mouths	neck	ears	tail	face	fur
at present it is formed by the AA , which descends from the Rigi and enters the southern extremity of the lake .	extremity	end	extreme	edge	limit	corner	point	most	side	front	endeavour
specialized English operates in the civil society sector , and the developers aspire to make programs for a variety of public service purposes , subject to resources being available .	aspire	aim	want	seek	plan	hope	wish	desire	try	intend	spire
in this case , a relatively large kernel with sophisticated capabilities is adapted to suit an embedded environment .	sophisticated	complex	technical	expensive	powerful	detailed	rich	refined	modern	fancy	expert
this period spanned the years from 1278 through 1288 .	spanned	covered	lasted	covers	spread	bounded	counted	continued	ran	extended	went on
realising that the gang could not elude the police forever , Moondyne Joe formulated a plan to escape the colony by traveling overland to the colony of South Australia .	elude	evade	hide	avoid	get away	flee	escape	run away	defend	survive	stay away
southeastern Oklahoma , also known by its official tourism designation , Kiamichi Country , encompasses the southeastern quarter of the state of Oklahoma .	encompasses	covers	includes	comprises	represents	encloses	contains	comprised	commemorates	encircles	consists
the A-train family comprises trains for both commuter services and limited express services .	comprises	consists	includes	comes	contains	comprised	combines	represents	consists of	entails	covers
in DNA , adenine binds to thymine via two hydrogen bonds to assist in stabilizing the nucleic acid structures .	binds	links	holds	sticks	attaches	relates	clings	bonds	ties	bounds	comes
in 2001 , UNESCO inscribed the 2,750-year-old city on the World Heritage List as Samarkand - Crossroads of Cultures .	inscribed	listed	named	added	placed	marked	described	enrolled	inscription	put	designated
Radames affirms that Aida is the person he will marry , and Aida convinces him to flee to the desert with her .	affirms	states	says	believes	confirms	proves	confesses	suggests	expresses	reaffirms	promises
like many Bolshevik artists , Eisenstein envisioned a new society which would subsidize artists totally , freeing them from the confines of bosses and budgets , leaving them absolutely free to create , but budgets and producers were as significant to the Soviet film industry as the rest of the world .	envisioned	imagined	hoped	saw	pictured	planned	ideated	foresaw	dreamed	thought up	planted
forming in the western Caribbean sea during the first week of November , Hurricane Gordon became the twelfth tropical depression , the seventh named tropical storm , and the third hurricane of the 1994 Atlantic hurricane season . an erratic , long-lived system which remained a tropical storm for most of its existence , it followed a winding path through the western Caribbean and into Florida before strengthening into a Category 1 hurricane and threatening North Carolina .	erratic	wild	extreme	rogue	unpredictable	unruly	unstable	difficult	unsteady	unusual	wrong
the latter means basic or radical change ; whereas reform may be no more than fine tuning , or at most redressing serious wrongs without altering the fundamentals of the system .	altering	changing	shifting	moving	upgrading	modifying	damaging	adjusting	adding	change	disrupting
the Kyoto Protocol was adopted at the third session of the Conference of Parties to the UNFCCC in 1997 in Kyoto , Japan .	adopted	approved	accepted	ratified	signed	endorsed	selected	decided	enacted	added	taken
from 1885 to 1901 , locomotives stopped at Young Tank to replenish their water .	replenish	refill	supply	fill	refresh	supplement	restore	add	clean	replace	renew
stone floor tiles tend to be heavier than ceramic tiles and somewhat more prone to breakage during shipment .	prone	vulnerable	liable	likely	affected	sensitive	apt	at risk	common	predisposed	exposed
to enjoy Qin songs , one must learn to become accustomed to the eccentric style some players may sing their songs to , like in the case of Zha Fuxi .	eccentric	unusual	absurd	strange	unique	different	interesting	crazy	wacky	exotic	outrageous
a voluntary association or union is a group of individuals who voluntarily enter into an agreement to form a body to accomplish a purpose .	accomplish	reach	do	execute	realize	deliver	fulfill	succeed	complete	meet	perform
it is the teaching that , as a consequence of the Fall of Man , every person born into the world is enslaved to the service of sin and , apart from the efficacious or prevenient grace of God , is utterly unable to choose to follow God or choose to accept salvation as it is freely offered .	efficacious	effective	efficient	good	powerful	reliable	useful	potent	helpful	productive	deliberate
he was kidnapped and held by the notorious Pirate Peter Easton in Harbour Grace .	notorious	famous	reputable	infamous	popular	known	renowned	legendary	well-known	great	serious
as a result of this acquisition and the legal dispute with Hearst Corporation , Mandrakesoft announced that the new company name would be Mandriva , and that Mandriva Linux would be the new name covering products .	dispute	discussion	fight	argument	conflict	controversy	problem	confrontation	war	issue	squabble
despite almost daily reports of missing property , he was able to evade capture until 15 February , when a man named Wimbow , who had been pursuing him with a partner for days , found him in an area of thick brush called Liberty Plains and shot him .	evade	hide	elude	run	fail	delay	get away	avoid	miss	stay away	fake
he was born at Plessiel , a hamlet of Drucat near Abbeville , to a long-established family of Picardy , the great-nephew of the painter Eustache Le Sueur .	hamlet	town	community	villa	place	small village	village	township	city	section	commune
the Man in the High Castle occurs in an alternate universe United States ruled by the victorious Axis powers .	alternate	different	other	alternative	new	extra	reverse	secondary	unique	unusual	superior
their quick acceleration makes them suitable for services with short intervals between stations .	suitable	ideal	fit	appropriate	suited	good	useful	apt	perfect	acceptable	comfortable
Aung San Suu Kyi returned to Burma in 1988 to take care of her ailing mother .	ailing	ill	dying	dead	sick	deteriorating	failing	infirm	damaged	unwell	tired
progress in developing the TAR was hindered by political and economic obstacles throughout the 1960s , 1970s and early 1980s .	obstacles	problems	barriers	blockages	challenges	resistance	delays	issues	blockades	limitations	restrictions
in 1832 his family emigrated thence to Belleville , Ontario , where he apprenticed with the printer at the town newspaper , The Belleville Intelligencer .	emigrated	moved	migrated	immigrated	came	arrived	left	went	traveled	settled	went away
Ohio State also announced in 2006 , that it would be designating at least $ 110 million of its research efforts to what it termed " fundamental concerns " such as research towards a cure for cancer , renewable energy sources and sustainable drinking water supplies .	fundamental	essential	basic	important	critical	central	crucial	core	vital	primary	key
long ago , there was a decision by the late former Prime Minister , Rafik Hariri , to restore the synagogue and surround it with a garden .	restore	fix	rebuild	repair	clean	restorate	replace	build	update	improve	renovate
port Arthur was also the destination for juvenile convicts , receiving many boys , some as young as nine arrested for stealing toys .	juvenile	young	child	youth	junior	children	underage	baby	kid	teen	teenage
Notrium is played from a top-down perspective , giving an overhead view of proceedings .	perspective	view	sight	angle	position	vision	picture	viewpoint	sense	vantage	look
the International re-formed in 1923 , and was reconstituted again , in its present form , after World War II .	reconstituted	rebuilt	reorganized	made new	established	created	reconstructed	constructed	changed	converted	organized
the Amazon Basin is the part of South America drained by the Amazon River and its tributaries .	tributaries	rivers	streams	adjacent	river	supplies	recipients	subrivers	outflows	receivers	contributor
the Sunnah is seen as crucial to guiding interpretation of the Qur ' an .	crucial	essential	important	critical	vital	very important	key	clear	extreme	elementary	required
the Avesta is the primary collection of sacred texts of Zoroastrianism , composed in the Avestan language .	composed	written	created	made	constructed	compiled	crafted	produced	prepared	translated	arranged
typically , the biggest difference between film and stage musicals is the use of lavish background scenery which would be impractical in a theater .	lavish	luxurious	opulent	glamorous	exotic	rich	luxury	fancy	pretty	delicate	expensive
following The hassles ' demise in 1969 , he formed the duo Attila with hassles drummer Jon Small .	demise	death	end	decline	dissolution	extinction	declination	fall	destruction	breakup	collapse
there they signed a collective protest , and vowed their newspapers would continue to run .	vowed	promised	swore	said	sworn	stated	proclaimed	promitted	declared	swear	claimed
the first amniotes , such as Casineria , resembled small lizards and evolved from amphibian reptiliomorphs about 340 million years ago .	resembled	looked	liked	reminded	looked like	appeared
in 1999 , a World Tamil Confederation was established to protect and foster Tamil culture and further a sense of togetherness amongst Tamils in different countries .	foster	support	promote	protect	encourage	develop	help	enhance	preserve	uphold	improve
for much of the twentieth century it was used by the Queensland Government as a settlement for Aboriginals considered guilty of such infractions as being " disruptive " , being pregnant to a white man or being born with " mixed blood " .	infractions	offenses	violations	crimes	offences	punishments	disorders	fractions	flaws	violence	mistakes
historically , in the warm Mediterranean and Middle Eastern climates , the courtyard served to accommodate the large number of worshippers during Friday prayers .	accommodate	hold	support	welcome	carry	serve	adjust	hide	address	provide	accompany
John McCain polled 62.5 % in the 2008 Presidential Election while 70.9 % of Utahns opted for George W. Bush in 2004 .	opted	voted	decided	chosen	choosed	choked	supported	approved	did	had	turned
throughout most of the film , his only true friend , aside from his mother , is the mouse , Timothy - a relationship parodying the stereotypical animosity between mice and elephants .	animosity	hostility	hatred	resentment	disliking	fear	rejection	love	antagonism	anxiety	dislike
the band is known for its large line-up , which consists of nine members ; including a vocalist , two guitarists , a bassist , two percussionists in addition to a primary drummer , a sampler , and a turntablist .	vocalist	singer	songwriter	guitarist	musician	pianist	producer	composer	interpreter	performer	keyboardist
digital signatures are equivalent to traditional handwritten signatures in many respects ; properly implemented digital signatures are more difficult to forge than the handwritten type .	forge	change	fake	forget	create	tamper	misuse	alter	modify	crack	hide
his linguistic capacity , thoughts and speeches correspond to those of modern man , including a vast knowledge about history , politics , philosophy and literature .	vast	large	wide	great	deep	rich	full	complete	unique	comprehensive	incredible
recent archaeological evidence may indicate an Edomite nation as long ago as the 11th century BC , but the topic is controversial and others argue that the 8th or 9th century dates are correct .	evidence	record	documentation	records	documents	proof	facts	information	reports	data	indication
Triton was revealed to have remarkable active geysers and polar caps .	remarkable	exceptional	amazing	interesting	exceptionally	awesome	very	notable	extraordinary	incredible	impressive
polar bear fur consists of a layer of dense underfur and an outer layer of guard hairs , which appear white to tan but are actually transparent .	transparent	clear	visible	bright	open	clean	invisible	white	orange	dark	obvious
the most common reason for erecting a khachkar was for votive reasons - for the salvation of the soul of either a living or a deceased person .	deceased	lost	dead	departed	gone	died	forgotten	passed	dying	broken	defunct
scene 2 : the Doctor rushes by the Captain in the street , who urges him to slow down .	urges	begs	forces	demands	presses	exhorts	reminds	pressures	warns	calls	compels
Warner also set a Super bowl record by attempting 45 passes without a single interception .	attempting	trying	doing	passing	making	placing	failing	tried	tries	throwing	trialling
a carotenoid dye , crocin , allows saffron to impart a rich golden-yellow hue to dishes and textiles . Saffron has further medicinal applications .	golden-yellow	golden	golden yellow	yellow	orange	gold	purple	brown	red	pink	bronze
the revival of lute in the 20th century revitalized the interest of composers in the instruments of the lute family .	revival	rebirth	return	reign	resurgence	regeneration	revenge	restoration	birth	revamp	emergence
Urepel is a commune in the Pyrnes - Atlantiques department in south-western France .	south-western	central	southern	south-west	north-western	western	north-west	southwestern	northern	eastern	southwest
Ge_lson de Carvalho Soares or simply Ge_lson , is a striker .	striker	fighter	attacker	hitter	runner	defender	terrorist	puncher	trigger	bomber	rebel
Lancelot de Carles called her " beautiful with an elegant figure " , and a Venetian in Paris in 1528 also reported that she was said to be beautiful .	reported	said	stated	told	report	described	indicated	noted	claimed	discussed	explained
in 2005 , Benson collaborated with artist Jamie McKelvie on a short story within the Image comics collection Four Letter Worlds .	collaborated	worked	teamed up	co-authored	partnered	labeled	joined	teamed	wrote	contributed	labored
Beaurieux is a commune in the department of Aisne in Picardy in northern France .	department	division	section	region	province	unit	part	county	district	city	area
he is notable as a performer of Australian traditional folk songs in an authentic style .	performer	singer	writer	producer	player	recorder	interpreter	composer	presenter	musician	perseverer
fired by enthusiasm , Tolstoy returned to Yasnaya Polyana and founded thirteen schools for his serfs ' children , based on ground-breaking libertarian principles Tolstoy described in his 1862 essay " The School at Yasnaya Polyana " .	enthusiasm	passion	interest	love	excitement	fear	joy	enjoyment	awe	spirit	inspiration
companies may also take out strike insurance prior to an anticipated strike , to help offset the losses which the strike would cause .	companies	firms	organizations	businesses	organisations	company	individuals	entities	corporations	business	people
in 2006 , Nippon Ichi released a sequel called for the PlayStation 2 , as well as a 12 episode long anime titled Makai Senki Disgaea .	titled	named	called	described	known	referred	dubbed	labelled	entitled	title	written
the False gharial , also known as the Malayan gharial , false gavial , or Tomistoma is a fresh-water reptile resembling a crocodile with a very thin and elongated snout , which is thicker than the gharial .	elongated	long	large	lengthened	extended	tall	wide	curved	wavy	lengthy	delicate
he held several senior positions in the Royal Flying Corps during World War I , serving as the commander of Royal Flying Corps in France from 1915 to 1917 .	senior	higher	upper	uppermost	major	important	superior	leader	leading	high	executive
Fernando Navarro i Corbacho is a Spanish footballer who currently plays for Sevilla FC , as a left defender .	defender	guard	midfielder	attacker	keeper	forward	defense	player	defenseman	defence	backup
throughout recorded history , several cosmologies and cosmogonies have been proposed to account for observations of the Universe .	observations	observation	signals	views	evidence	study	events	reports	measurements	findings	reporting
Saint-Montan is a commune in the Ardche department in south-eastern France .	department	division	section	province	county	district	part	region	unit	city	area
the term is also at times used as a derogatory term for films or sequels of films that are of inferior quality , or are not expected to find financial success .	derogatory	insulting	discriminatory	demeaning	dismissive	negative	disgusting	dissing	wrong	shameful	dislikeful
the hush Sound is currently on hiatus .	hiatus	pause	interval	break	rest	breaks	inactivity	absence	inactive	absent	shutdown
mainstream music denotes music that is familiar and unthreatening to the masses , as for example popular music , pop music , middle of the road music , pop rap or soft rock ; mainstream jazz is generally seen as an evolution of be-bop , which was originally regarded as radical .	denotes	represents	defines	identifies	marks	notes	means	indicates	names	describes	signals
Edwards attended West Buckland School where his potential for the triple jump was spotted at an early age .	potential	ability	possibility	talent	idea	need	probability	uniqueness	potency	capacity	capability
inheriting a collapsing empire and faced with constant warfare during his reign against both the Seljuk Turks in Asia Minor and the Normans in the western Balkans , Alexios was able to halt the Byzantine decline and begin the military , financial , and territorial recovery known as the " Komnenian restoration " .	reign	rule	time	command	government	conquest	administration	presence	leadership	decade	era
in the census of 2005 , the population of the Banja Luka Region was at 709,000 residents , predominantly Serb .	residents	customers	people	visitors	residence	owners	persons	consumers	locals	resident	homes
Monte Plata is a province of the Dominican Republic , and also the name of its capital city . it was split from San Crist_bal in 1992 .	province	region	county	state	city	part	locality	section	unit	country	community
it is sent as an http header by a web server to a web browser and then sent back unchanged by the browser each time it accesses that server .	accesses	connects	visits	returns	uses	interacts	sees	views		reaches	reads
in contrast , the 2007 Microp_dia has roughly 65,000 articles , the vast majority of which contain fewer than 750 words , no references , and no named contributors .	fewer	less	much	few	more	slightly	littler	smaller	nothing	least	no
by 1961 , Gordy had appointed Robinson vice-president of Motown Records , a title Robinson held for as long as Gordy remained with the company .	remained	stayed	remains	continued	maintained	was	existed	lived	became	persisted	served
from 1908 to 1911 he was the principal conductor of the Vienna Hofoper succeeding Gustav Mahler ; he retained the conductorship of the Vienna Philharmonic until 1927 .	retained	held	maintained	remains	retains	occupied	had	remained	held on	has	contained
Mexican cinnamon hot chocolate is traditionally served alongside a variety of Mexican pastries known as pan dulce and , as in Spain , churros .	traditionally	usually	typically	historically	uniquely	always	classically	commonly	often	informally	really
slaves were previously introduced by the British and French who colonized the island in the 18th century .	introduced	adopted	added	created	imported	discovered	installed	invented	established	placed	brought
cholera , sometimes known as Asiatic or epidemic cholera , is an infectious gastroenteritis caused by enterotoxin-producing strains of the bacterium Vibrio cholerae .	strains	species	forms	types	trains	substances	diseases	subtypes	groups	clones	races
a hurricane struck Dominica and Puerto Rico between July 22 and July 24 .	struck	hit	hurt	fell	battered	brought	burst	touched	attacked	damaged	bathed
in 1975 the old district Steinfurt was merged with the district Tecklenburg , and together with Greven and Saerbeck from the former district M_nster the current district was formed .	formed	created	established	made	organized	built	constructed	set up	shaped	designed	bounded
it was discovered by a team of astronomers led by Brett J. Gladman , et al . in 2003 .	discovered	found	seen		detected	observed	uncovered	discovery	rediscovered	known	spotted
Cyanobacteria , also known as blue-green algae , blue-green bacteria or Cyanophyta , is a phylum of bacteria that obtain their energy through photosynthesis .	obtain	get	gain	grow	gather	make	bring	recover	collect	gear	getting
she finally divorced Monroe in 1947 and also split with Guy .	split	broke up	divided	broke	broke off	part	met	brokered	married	merged	joined
criss is a commune in the Sarthe department in the Pays de la Loire region in north-western France .	region	county	city	zone	area	state	cities	place	country	locality	part
Dan pulled in Ruth Marie as a fifth person in his alliance , but after losing another Immunity Challenge , Sally convinced the La Mina men that she was a more valuable player .	convinced	proved	convincing	told	persuaded	confessed	won	showed	reached	reassured	brought
greater Armenia is an Armenian irredentist political goal aimed at uniting with Armenia most of the Armenian Highland , the historical homeland of the Armenians since antiquity up until the Armenian Genocide when they were massacred and forcefully expelled by the Ottoman Turkish government .	forcefully	forced	recklessly	forcibly	hurriedly	unjustly	unforcefully	expelled	outright	hurt	forcedly
Lightcurve data for Europa has been particularly tricky to interpret , so much so for a long time its period of rotation was in dispute despite numerous observations .	tricky	hard	difficult	challenging	troubling	troublesome	complicated	delicate	expensive	confusing	troubled
it is typically used for scraping or cutting food before the food enters the esophagus .	scraping	cutting	chopping	cleaning	removing	clearing	breaking	picking	tearing	ripping	picking up
city of Faizabad is the headquarters of Faizabad District and a municipal board in the state of Uttar Pradesh , India , situated on the banks of river Ghaghra .	headquarters	office	quarters	center	command	base	offices	leadership	command center	central	seat
the name Kalganup is believed to be the Noongar word for ' place of many waters ' .	believed	held	considered	supposed	thought	accepted	expressed	known	expected	said	respected
Romano Fogli is an Italian retired footballer and former manager .	retired	separated	deceased	expired	abandoned	resigned	stopped	inactive	lost	gone	unemployed
it overwinters in conifer groves .	conifer	fir	spruce	pine	tree	wood	prune	reed	forest	cypress	beech
in mid-June 2006 , the slab was crumbling in frequent rockfalls , although it was still being extruded .	extruded	pushed	formed	pressed	blown	cut	pulled	bent	drawn	rolled	deformed
the billionaire of Dismal Downs is a Scrooge McDuck comic by Don Rosa . it is the ninth of the original 12 chapters in the series The Life and Times of Scrooge McDuck .	series	book	books	documentary	story	movement	documentation	collections	volume	set	season
HMS Guardian set out before the convict ships but struck ice after leaving the Cape of Good Hope , returned to southern Africa and was wrecked on the coast .	returned	came back	came	left	arrived	traveled	went	went back	come back	turned	brought
the concept of a " picture element " dates to the earliest days of television , for example as " Bildpunkt " in the 1888 German patent of Paul Nipkow .	concept	idea	design	sense	meaning	intention	premise	theme	plan	thought	feel
on 1 October 1983 the pilot project began operations as a full-fledged bank and was renamed the Grameen Bank to make loans to poor Bangladeshis .	full-fledged	complete	real	proper	professional	full-time	official	full	fully fledged	true	comprehensive
a lesson is a structured period of time where learning is intended to occur .	structured	planned	organized	ordered	defined	arranged	coordinated	controlled	regular	planted	refined
it has been suggested that eastern Pacific Ocean tropical cyclones are formed out of tropical waves that originate in North Africa as well .	originate	start	appear	arise	come	occur	arrive	happen	develop	began	rise
riel sought to preserve Mtis rights and culture as their homelands in the Northwest came progressively under the Canadian sphere of influence .	sought	wanted	tried	seekt	wants	tryed	asked	looked	hoped	wished	fought
they are characterized by spirituality and metaphysical themes , extremely long takes , lack of conventional dramatic structure and plot , and memorable cinematography .	cinematography	filmmaking	cinema	cinematics	movies	movie	drama	film	videography	photography	cinematic
Seismograms are essential for measuring earthquakes using the Richter scale .	essential	important	crucial	critical	vital	required	very important	useful	must	elementary	a must
but , from time to time the Church hierarchy , and even some popes , have given opinions on various matters ; although these " guidelines " are not binding on Catholics , many tradition-minded Catholics find them persuasive .	persuasive	helpful	useful	convincing	interesting	reasonable	supportive	compelling	informative	provocative	reliable
a haunted house is defined as a house that is believed to be a center for supernatural occurrences or paranormal phenomena .	occurrences	happenings	events	occurences	accidents	interactions	incidents	things	experiences	comedies	happening
Glaciologically , ice age implies the presence of extensive ice sheets in the northern and southern hemispheres ; by this definition we are still in the ice age that began at the start of the Pleistocene .	definition	description	meaning	statement	term	name	indication	conclusion	reference	status	title
from Scarborough Monday to Saturdays there is generally an hourly First TransPennine Express service to York , Leeds , Manchester Piccadilly and Liverpool lime Street and a two-hourly Northern Rail service to Bridlington , Hull and Sheffield via the Yorkshire Coast Line .	generally	usually	mostly	typically	in general	sometimes	normally	very	frequently	mainly	always
the county is divided into three areas of unorganized territory : Dupree , North Ziebach , and South Ziebach .	divided	split	separated	subdivided	distributed	cut	combined	participated	bounded	broken	organized
the Pittsburgh Steelers are a professional American football team based in Pittsburgh , Pennsylvania .	based	located	situated	headquartered	inside	established	rooted	held	set	set up	with headquarters
during the final immunity challenge , Sandra fell out early , allowing Jon to try to convince Lil to take him to the final two .	final	last	end	best	top	next	remaining
avian influenza virus H3N2 is endemic in pigs in China and has been detected in pigs in Vietnam , increasing fears of the emergence of new variant strains .	detected	discovered	found	observed	identified	reported	spotted	noticed	known	confirmed	recorded
